team,experience,salary,points3,points2,points1,points,off_rebounds,def_rebounds,assists,steals,blocks,turnovers,fouls,efficiency
BRK,10,2.5,67,51,54,357,9,146,135,35,9,80,99,5.72463768115942
BRK,1,1.3956,15,220,190,675,96,356,154,82,44,116,177,11.807692307692308
BRK,2,0.980431,105,200,204,919,22,258,157,45,6,135,118,11.485714285714286
BRK,2,0.726672,38,96,126,432,27,137,185,44,23,66,119,9.847457627118644
BRK,6,9.25,25,280,74,709,143,428,138,75,28,127,152,15.098591549295774
BRK,0,0.2023,8,10,10,54,4,8,17,2,2,14,11,3.6
GSW,12,1.551659,0,5,8,18,12,15,10,3,3,8,16,2.9285714285714284
GSW,12,11.131368,64,155,72,574,51,253,261,76,39,58,97,12.763157894736842
GSW,0,1.17156,0,8,3,19,9,14,0,1,4,6,15,2.6
GSW,13,1.551659,3,132,43,316,47,156,151,42,48,78,105,8.117647058823529
GSW,4,15.330435,81,191,151,776,98,501,533,154,106,184,217,20.31578947368421
GSW,3,1.015696,61,150,44,527,22,99,90,39,8,55,77,6.415584415584416
GSW,2,0.980431,2,60,21,147,34,57,18,18,29,19,47,4
GSW,8,1.403611,0,208,56,472,100,144,17,19,67,40,109,7.961038961038961
GSW,9,26.5401,117,434,336,1555,39,474,300,66,99,138,117,30.193548387096776
GSW,1,1.18284,2,54,21,135,44,80,29,15,17,17,64,4.509433962264151
GSW,5,16.663575,268,376,186,1742,49,236,160,66,40,128,139,17.96153846153846
GSW,13,0.383351,18,20,20,114,15,76,45,12,9,24,47,9.6
GSW,0,0.543471,41,65,29,282,21,79,77,32,15,36,62,4.549295774647887
GSW,11,5.78245,1,172,42,389,28,123,139,38,20,62,120,6.7631578947368425
GSW,7,12.112359,324,351,325,1999,61,292,524,142,17,239,183,25.20253164556962
GSW,13,2.898,0,164,98,426,140,270,132,59,33,87,166,11.457142857142857
SAS,0,0.543471,17,19,5,94,2,21,23,1,0,11,20,1.8333333333333333
SAS,7,10,118,58,27,497,31,193,124,70,57,76,120,9.088235294117647
SAS,11,1.551659,0,248,80,576,149,292,124,31,40,82,125,11.708860759493671
SAS,0,0.543471,69,34,28,303,22,76,46,20,28,32,75,4.865671641791045
SAS,0,1.18008,9,41,21,130,6,36,48,8,6,38,29,3.1842105263157894
SAS,3,2.898,0,161,65,387,129,367,44,37,61,61,180,11.026315789473685
SAS,9,0.66381,0,10,5,25,8,23,3,2,6,4,11,2.8421052631578947
SAS,1,0.874636,30,147,99,483,20,140,126,47,25,76,146,6.256410256410256
SAS,5,17.638063,147,489,469,1888,80,350,260,133,55,154,122,25.2972972972973
SAS,2,1.19208,15,78,45,246,33,175,91,51,26,39,63,6.319444444444445
SAS,10,20.575005,23,477,220,1243,172,351,139,46,88,98,158,18.625
SAS,14,14,89,82,86,517,28,129,183,82,16,96,119,8.26086956521739
SAS,0,0.210995,10,10,9,59,1,9,28,4,1,19,19,3.111111111111111
SAS,7,3.578948,147,126,66,759,24,117,280,65,3,101,109,9.8125
SAS,15,15.5,56,247,130,792,107,394,150,24,70,81,110,17.203125
SAS,15,14.445313,23,242,85,638,9,104,285,34,2,89,92,10.26984126984127
HOU,2,0.934293,14,9,2,62,0,6,14,1,0,5,5,1.64
HOU,0,0.543471,0,5,4,14,2,8,3,3,1,4,6,5
HOU,2,1.29624,0,362,94,818,178,348,63,34,79,87,179,17.676923076923078
HOU,8,12.385364,246,166,147,1217,29,172,188,48,41,121,150,12.56
HOU,0,0.305,0,1,1,3,1,2,3,1,1,0,6,1
HOU,7,26.5401,262,412,746,2356,95,564,907,121,38,464,215,32.382716049382715
HOU,11,7,41,61,98,343,12,58,56,15,9,40,25,12
HOU,1,1.045,1,224,76,527,81,138,64,20,42,44,126,11.431034482758621
HOU,14,2.898,3,242,116,609,95,187,65,56,39,73,163,11.119402985074627
HOU,4,6,110,118,73,639,95,298,281,99,25,100,222,14.925373134328359
HOU,8,18.735364,204,119,129,979,112,218,68,31,14,55,142,12.444444444444445
HOU,1,1.72056,60,143,38,504,94,190,76,38,21,41,83,8.12987012987013
HOU,12,7.806971,191,135,93,936,54,404,175,147,20,73,133,14.475
HOU,0,0.181969,8,14,6,58,9,15,6,3,1,6,18,10.5
LAC,7,1.315448,14,16,12,86,3,21,11,3,0,7,35,2.1
LAC,4,11,111,212,132,889,20,141,204,48,10,115,187,9.864864864864865
LAC,6,20.140838,38,441,320,1316,112,385,300,57,22,142,157,23.885245901639344
LAC,11,1.551659,1,106,77,292,43,86,21,14,11,29,45,6.6923076923076925
LAC,0,1.27392,0,2,0,4,1,2,1,2,1,1,0,1.6666666666666667
LAC,11,22.868827,124,250,232,1104,40,264,563,119,8,147,146,24.78688524590164
LAC,8,21.165675,0,412,205,1029,298,816,96,51,134,115,212,23.753086419753085
LAC,0,0.543471,0,3,4,10,1,5,0,0,1,2,5,0.7142857142857143
LAC,10,7.3775,201,195,180,1173,11,160,110,54,13,98,125,11.628205128205128
LAC,16,13.253012,116,243,174,1008,17,112,214,61,14,134,115,9.170731707317072
LAC,8,2.203,43,148,59,484,44,126,39,81,35,46,122,6.85
LAC,8,1.403611,103,141,120,711,88,285,65,23,41,69,229,10.036585365853659
LAC,18,3.5,15,13,10,81,1,47,10,4,5,16,40,3.48
LAC,11,1.551659,46,175,50,538,33,185,191,66,22,83,125,8.0625
LAC,6,5.628,29,44,11,186,26,155,23,29,30,18,83,4.382352941176471
UTA,5,10.154495,25,74,60,283,17,103,30,18,5,35,50,6.0476190476190474
UTA,13,7,20,126,26,338,46,112,170,18,9,87,83,5.698630136986301
UTA,1,3.94032,44,111,58,412,30,102,111,21,12,80,146,5.833333333333333
UTA,6,11.05,3,200,67,476,92,213,56,45,40,60,103,12.12
UTA,8,8,94,195,157,829,23,144,204,50,11,85,114,16.73469387755102
UTA,6,16.07314,149,396,362,1601,49,345,252,73,20,140,117,20.84931506849315
UTA,3,1.015696,0,55,36,146,52,69,7,16,32,14,52,4.862745098039215
UTA,2,2.25,123,81,50,581,23,238,225,96,8,107,163,9.74390243902439
UTA,15,11,106,167,63,715,33,210,144,36,18,69,93,9.23076923076923
UTA,0,0.6,1,8,3,22,4,13,2,1,2,2,1,2.6666666666666665
UTA,1,0.9378,10,31,8,100,4,26,34,21,5,15,48,3.1
UTA,2,1.40652,114,158,90,748,16,186,96,38,11,65,132,10.35593220338983
UTA,3,2.121288,0,413,311,1137,314,721,97,49,214,147,246,24.790123456790123
UTA,5,2.433334,37,133,53,430,20,105,154,42,3,90,100,7.8
UTA,1,2.3406,65,94,57,440,48,187,69,26,20,64,97,5.971830985915493
OKC,0,5.994764,94,40,44,406,18,68,40,37,8,33,114,4.882352941176471
OKC,3,2.183072,45,170,47,522,98,305,79,94,79,51,204,10.30379746835443
OKC,0,2.4402,51,141,44,479,46,242,82,39,32,83,200,6.481481481481482
OKC,2,2.48304,21,35,12,145,6,43,13,2,1,6,22,5.954545454545454
OKC,5,17.145838,5,397,224,1033,195,287,67,32,38,123,154,15.73611111111111
OKC,2,0.980431,43,103,86,421,38,161,46,33,75,41,144,6.602564102564102
OKC,1,1.19148,2,4,0,14,4,5,3,0,3,0,0,11.5
OKC,4,4.8375,7,27,13,88,8,40,9,7,5,11,29,2.90625
OKC,12,3.75,0,14,5,33,9,22,12,2,2,4,17,3.2
OKC,5,0.247991,3,13,8,43,0,11,14,8,0,7,18,2.3846153846153846
OKC,8,26.5401,200,624,710,2558,137,727,840,132,31,438,190,33.82716049382716
OKC,0,0.543471,12,65,17,183,19,68,130,28,7,43,79,3.625
OKC,3,3.140517,0,374,157,905,281,332,86,89,78,146,195,15.55
OKC,7,8.95,1,88,28,207,38,65,13,14,15,28,40,9.695652173913043
OKC,3,6.55296,127,285,116,1067,39,252,176,78,21,119,155,14.26865671641791
MEM,0,0.945,43,74,148,425,23,113,198,53,21,85,194,6.375
MEM,8,5.7,0,83,23,189,31,47,15,11,20,10,42,8.535714285714286
MEM,5,22.11675,25,50,35,210,6,78,55,20,5,24,52,5.735294117647059
MEM,0,1.369229,0,24,10,58,20,40,2,3,17,8,40,2.8055555555555554
MEM,2,2.898,51,95,86,429,69,190,64,46,19,59,165,8.734375
MEM,2,0.980431,55,195,134,689,167,377,84,47,34,94,248,13.25974025974026
MEM,1,1.28616,9,49,40,165,42,120,8,17,9,28,91,5.476190476190476
MEM,8,21.165675,104,428,278,1446,60,404,338,67,99,166,171,21.16216216216216
MEM,9,26.5401,171,293,316,1415,31,210,433,92,19,156,126,20.971014492753625
MEM,7,0.603558,7,36,24,117,13,48,56,18,5,21,50,6.541666666666667
MEM,12,5.505618,15,259,80,643,166,225,98,115,29,100,178,11.338028169014084
MEM,3,3.33294,138,47,43,551,22,78,46,20,4,45,90,5.298507462686567
MEM,18,4.264057,112,81,88,586,36,191,133,60,36,50,163,9.150684931506849
MEM,0,1.79376,3,33,31,106,11,35,61,18,7,39,40,3.4545454545454546
MEM,0,0.083119,3,17,12,55,1,10,12,4,1,9,12,3.4545454545454546
MEM,15,10.361445,21,412,141,1028,182,416,122,38,10,99,136,15.26027397260274
POR,6,7.680965,70,113,96,532,77,374,99,60,44,94,102,12.60655737704918
POR,3,18.5,134,169,105,845,19,207,94,54,20,62,171,10.30379746835443
POR,3,3.219579,185,507,268,1837,60,229,285,72,42,172,202,19.725
POR,4,24.328425,214,447,488,2024,46,322,440,68,20,197,152,24.52
POR,6,6.666667,0,75,50,200,96,148,26,15,22,37,137,8.08695652173913
POR,6,16.393443,31,204,85,586,36,211,205,53,24,100,121,10.461538461538462
POR,0,0.6,13,13,13,78,6,18,11,9,3,11,22,1.3428571428571427
POR,2,1.92132,0,120,64,304,65,142,63,25,38,62,73,21.3
POR,4,8.988764,68,246,77,773,125,216,88,85,70,86,214,11.87012987012987
POR,4,9.213484,74,72,35,401,27,210,71,13,28,35,172,6.45945945945946
POR,2,2.75136,7,123,60,327,131,256,31,30,27,64,154,7.621621621621622
POR,1,0.874636,17,20,7,98,10,42,28,6,2,17,23,3.3846153846153846
POR,2,1.35012,34,39,38,218,8,53,67,32,2,41,38,4.113207547169812
DEN,7,0.495227,0,3,5,11,4,11,6,5,1,4,14,1.4615384615384615
DEN,7,15.05,126,209,349,1145,39,286,135,40,15,82,93,17.857142857142858
DEN,7,8.070175,53,42,19,262,25,87,42,19,21,36,76,7.2439024390243905
DEN,1,3.2418,56,152,131,603,29,149,217,41,13,123,95,10
DEN,2,1.65588,107,213,104,851,48,130,164,71,8,76,92,14.894736842105264
DEN,0,3.21084,115,180,106,811,41,173,170,51,24,113,124,8.634146341463415
DEN,12,4.540525,106,162,45,687,28,164,385,54,8,128,197,11.253333333333334
DEN,2,0.15,0,1,1,3,1,1,2,1,0,0,3,3.5
DEN,0,1.98744,46,55,57,305,43,144,29,30,12,31,62,6.290322580645161
DEN,5,12.078652,0,228,131,587,183,279,55,43,40,59,124,14.459016393442623
DEN,0,1.62732,9,24,8,83,5,12,11,7,0,8,10,3.090909090909091
DEN,3,2.32853,0,99,47,245,50,123,70,19,29,46,77,14.037037037037036
DEN,16,3.5,8,1,2,28,2,36,22,2,0,13,9,3.15
DEN,1,1.3585,45,449,188,1221,212,506,359,61,55,171,214,25.246575342465754
DEN,8,5,0,2,0,4,1,1,1,0,2,1,3,1.1666666666666667
DEN,4,3.533333,87,208,143,820,58,201,206,48,28,97,110,14.1
DEN,8,11.2,110,323,141,1117,103,357,141,51,30,114,172,15.859154929577464
NOP,6,4.6,0,89,29,207,46,131,12,20,22,31,77,7.871794871794871
NOP,4,22.11675,40,730,519,2099,172,712,157,94,167,181,168,31.14666666666667
NOP,0,0.543471,0,36,15,87,23,50,4,4,7,7,17,7.176470588235294
NOP,7,2.97825,71,103,16,435,56,221,37,39,28,28,100,8.969696969696969
NOP,6,16.9579,36,106,94,414,37,174,66,25,19,62,75,27.88235294117647
NOP,4,0.576724,11,46,25,150,26,75,32,18,11,31,55,5.176470588235294
NOP,5,8.081363,77,206,57,700,33,119,164,50,32,62,131,9.356164383561644
NOP,11,0.091274,0,2,2,6,0,0,5,2,0,3,4,4.5
NOP,4,0.234915,37,68,20,267,4,30,57,11,2,25,30,11.947368421052632
NOP,7,11.286518,100,305,119,1029,46,218,488,100,44,194,133,17.82089552238806
NOP,6,9.904494,0,31,23,85,48,115,15,5,10,14,51,6.903225806451613
NOP,7,3,2,3,0,12,1,1,0,0,0,2,3,8
NOP,0,0.079922000000000007,6,16,2,52,1,3,14,3,0,5,7,5.333333333333333
NOP,6,0.252676,5,3,6,27,2,4,4,3,0,0,2,4
NOP,3,11.241218,94,89,103,563,51,256,141,72,32,82,182,8.9125
NOP,2,2.09,40,123,98,464,34,139,335,56,6,101,133,10.169230769230769
DAL,0,0.65,5,12,9,48,8,28,4,1,13,10,21,2.5454545454545454
DAL,0,0.031969,0,0,0,0,0,2,0,0,0,1,1,-0.6666666666666666
DAL,3,1.015696,0,3,2,8,3,4,0,2,0,0,3,13
DAL,12,4.228,58,78,107,437,11,116,136,43,7,57,101,7.1692307692307695
DAL,18,25,79,217,98,769,23,330,82,30,38,51,113,15.277777777777779
DAL,0,0.543471,56,68,46,350,55,167,67,52,25,45,125,5.518518518518518
DAL,2,8.375,21,173,107,516,93,213,49,61,39,34,135,9.35064935064935
DAL,4,22.11675,78,521,242,1518,93,301,116,65,15,102,128,16.27848101265823
DAL,10,4.09695,53,89,44,381,9,75,193,14,1,63,30,11.485714285714286
DAL,0,0.063938,3,13,5,40,8,14,9,2,4,3,8,5.555555555555555
DAL,0,0.680937,15,20,21,106,1,21,26,8,0,21,21,4.294117647058823
DAL,3,0.119494,0,3,2,8,3,6,2,0,0,2,1,0.75
DAL,2,4.3844900000000004,0,77,34,188,47,103,20,22,24,22,55,14.136363636363637
DAL,0,0.543471,29,23,17,150,26,69,47,17,8,26,43,3.6481481481481484
DAL,0,0.105498,3,10,6,35,1,8,19,2,0,3,5,4.375
DAL,1,0.874636,1,87,36,213,97,211,14,32,61,40,152,7.041095890410959
DAL,3,2.898,137,201,85,898,25,154,189,79,7,92,126,12.571428571428571
DAL,7,17.1,174,159,146,986,18,241,210,77,15,102,161,12.301369863013699
SAC,8,8,90,65,61,461,51,186,77,34,20,56,109,8.553846153846154
SAC,9,12.5,62,123,83,515,9,116,78,21,6,42,104,7.508196721311475
SAC,3,4.008882,65,115,70,495,19,110,51,29,6,62,108,6.327868852459017
SAC,0,3.5172,59,83,35,378,16,87,44,20,2,53,34,13.28
SAC,7,5.229454,73,267,147,900,23,129,312,67,9,114,119,13.647058823529411
SAC,6,8,82,101,58,506,32,152,168,84,28,78,141,9.646153846153846
SAC,0,2.20224,0,56,12,124,24,62,20,3,17,24,44,8.090909090909092
SAC,9,0.082979,4,0,0,12,1,2,9,2,0,3,1,7.5
SAC,8,8.0465,0,216,38,470,118,285,47,36,48,61,172,10.464788732394366
SAC,2,5.2,19,23,11,114,7,28,28,6,1,18,20,5.421052631578948
SAC,0,1.43988,8,20,15,79,3,20,11,5,1,8,23,3.0454545454545454
SAC,10,13.333333,42,159,118,562,35,155,83,44,26,74,79,19
SAC,0,1.18884,3,114,52,289,51,111,27,16,13,37,64,10.515151515151516
SAC,7,1.315448,34,203,173,681,44,135,334,74,6,129,119,11.826086956521738
SAC,7,10.661286,21,38,24,163,7,44,33,12,5,22,19,10.571428571428571
SAC,1,3.55116,0,255,101,611,85,254,80,53,44,69,147,10.426666666666666
MIN,2,2.02224,3,20,14,63,9,24,7,8,7,8,32,4.111111111111111
MIN,2,6.0066,103,606,412,1933,102,226,189,82,30,187,183,16.878048780487806
MIN,8,3.5,44,26,13,197,16,83,45,22,23,28,42,5.0212765957446805
MIN,6,7.643979,0,45,15,105,51,107,25,25,23,17,85,4.370967741935484
MIN,3,2.348783,16,316,136,816,188,459,158,88,95,107,254,16.304878048780488
MIN,7,0.635753,0,1,0,2,0,0,1,2,0,0,0,0.4
MIN,7,3.91138,0,5,2,12,8,6,0,1,0,4,9,2.142857142857143
MIN,1,5.96016,101,701,356,2061,296,711,220,56,103,212,241,30.304878048780488
MIN,0,3.87252,21,97,36,293,24,142,188,78,36,89,178,5.82051282051282
MIN,1,3.8,56,95,45,403,57,187,79,40,20,59,154,7.7846153846153845
MIN,5,13.55,60,201,254,836,68,237,682,128,10,195,202,17.946666666666665
MIN,3,3.046299,49,239,147,772,84,136,35,22,6,56,86,8.282051282051283
MIN,1,1.33968,26,49,33,209,10,57,156,48,5,38,50,5.516666666666667
MIN,2,2.24088,120,206,117,889,19,141,139,41,10,85,104,15.893617021276595
LAL,0,5.28168,55,221,133,740,60,256,166,50,36,116,158,8.873417721518987
LAL,9,7.6,5,48,18,129,11,41,36,24,8,19,29,6.5
LAL,1,5.3328,135,216,147,984,31,190,303,87,16,176,130,13.936507936507937
LAL,0,0.137466,1,46,25,120,17,46,14,13,7,11,36,7.9
LAL,0,1.034956,0,126,32,284,41,118,30,14,33,30,66,9.5
LAL,2,12.5,117,360,134,1205,49,197,213,88,8,164,150,11.804878048780488
LAL,2,3.26712,17,360,204,975,150,486,264,49,37,173,248,17.756756756756758
LAL,12,18,51,113,46,425,63,232,74,48,20,43,61,9.678571428571429
LAL,16,1.551659,9,10,10,57,5,15,11,10,2,7,18,1.52
LAL,9,5.443918,170,102,77,791,25,113,58,37,14,36,137,10.466666666666667
LAL,2,6.191,1,149,82,383,144,199,39,29,44,58,173,9.08955223880597
LAL,4,1.050961,0,105,31,241,84,139,31,26,9,46,76,7.458333333333333
LAL,6,16,0,169,63,401,104,160,43,16,31,72,133,9.425925925925926
LAL,2,1.73388,21,44,19,170,5,21,52,19,2,21,29,7.545454545454546
PHO,1,0.874636,0,138,70,346,94,198,23,27,32,37,125,10.893617021276595
PHO,3,4.823621,3,227,150,613,156,354,44,38,98,102,242,11.818181818181818
PHO,5,12.60625,45,164,132,595,25,93,130,27,5,88,87,8.314814814814815
PHO,0,0.543471,3,65,29,168,39,40,12,14,13,13,63,6.5
PHO,1,2.2236,147,459,367,1726,46,203,268,72,21,241,242,15.333333333333334
PHO,0,4.27632,28,29,4,146,23,80,23,10,22,32,74,3.744186046511628
PHO,2,0.023069,0,1,1,3,3,3,1,0,0,2,2,0.5
PHO,6,14,104,345,388,1390,52,268,418,91,31,224,164,20.772727272727273
PHO,9,10.47,77,80,43,434,31,194,121,42,16,73,154,8.65625
PHO,1,0.102898,4,2,8,24,1,6,0,1,0,1,1,3.4
PHO,4,0.469841,1,1,2,7,0,1,1,0,0,0,0,1.5
PHO,13,4,35,137,40,419,15,89,81,31,8,48,82,5.522388059701493
PHO,0,2.94144,72,212,113,753,96,252,60,67,70,108,263,9.439024390243903
PHO,11,0.465143,3,1,3,14,3,8,18,11,1,3,14,2.2142857142857144
PHO,2,2.12892,26,377,119,951,125,214,75,76,39,57,175,14.803030303030303
PHO,0,0.918369,21,163,55,444,20,75,226,48,5,77,73,7.737704918032787
PHO,15,12.415,0,153,91,397,153,386,30,33,24,65,126,18.085106382978722
